Development_Status_Origin,Use,Region_Destination,Development_Status_Destination,Value
China,Mitigation,Latin America & Caribbean,EMDE,0.00133
EMDE,Mitigation,Western Europe,Advanced,0.00324
Unknown,Mitigation,Central Asia & Eastern Europe,EMDE,0.03215
China,Dual benefit,Central Asia & Eastern Europe,EMDE,0
LDC,Mitigation,South Asia,LDC,0.0012
Advanced,Mitigation,East Asia & Pacific,Advanced,0
Advanced,Mitigation,Latin America & Caribbean,EMDE,0.00001
Advanced,Dual benefit,Latin America & Caribbean,Advanced,0.00012
Advanced,Dual benefit,Central Asia & Eastern Europe,EMDE,0.01079
Advanced,Dual benefit,South Asia,EMDE,0.00002
Advanced,Mitigation,US & Canada,Advanced,0.00016
LDC,Mitigation,Latin America & Caribbean,LDC,0.02076
Advanced,Mitigation,Western Europe,Advanced,0.8949
EMDE,Mitigation,Sub-Saharan Africa,EMDE,0.01556
Advanced,Mitigation,Middle East & North Africa,EMDE,2.4086
EMDE,Mitigation,Central Asia & Eastern Europe,EMDE,0.01262
China,Mitigation,East Asia & Pacific,China,17.90614
EMDE,Mitigation,Central Asia & Eastern Europe,EMDE,0.1
Advanced,Mitigation,East Asia & Pacific,LDC,0.05014
Advanced,Mitigation,East Asia & Pacific,EMDE,0.00361
Advanced,Mitigation,Sub-Saharan Africa,Advanced,0.00015
EMDE,Dual benefit,East Asia & Pacific,EMDE,0.00077
China,Mitigation,Sub-Saharan Africa,EMDE,0.00047
LDC,Mitigation,Central Asia & Eastern Europe,EMDE,0.00118
Advanced,Mitigation,East Asia & Pacific,LDC,0.00039
EMDE,Dual benefit,Western Europe,Advanced,0.01218
Advanced,Dual benefit,Middle East & North Africa,EMDE,0.15822
LDC,Mitigation,South Asia,EMDE,0.00052
Transregional,Mitigation,Latin America & Caribbean,EMDE,0.00019
LDC,Mitigation,Central Asia & Eastern Europe,EMDE,0.00008
Advanced,Mitigation,Sub-Saharan Africa,EMDE,0
EMDE,Mitigation,Latin America & Caribbean,EMDE,0.02188
EMDE,Mitigation,Sub-Saharan Africa,LDC,0.00245
EMDE,Dual benefit,Sub-Saharan Africa,EMDE,0.00281
Advanced,Mitigation,Sub-Saharan Africa,EMDE,0.00008
Transregional,Dual benefit,South Asia,EMDE,0.00003
LDC,Dual benefit,Latin America & Caribbean,EMDE,0.00002
Advanced,Mitigation,Middle East & North Africa,EMDE,0.00262
Advanced,Adaptation,Western Europe,Advanced,2.30747
EMDE,Adaptation,Middle East & North Africa,EMDE,0.11431
Advanced,Adaptation,Latin America & Caribbean,EMDE,0.00083
Advanced,Adaptation,Latin America & Caribbean,EMDE,0.00003
Advanced,Adaptation,Latin America & Caribbean,LDC,0
Advanced,Adaptation,Middle East & North Africa,EMDE,0.04759
EMDE,Adaptation,East Asia & Pacific,China,0.00003
Advanced,Adaptation,East Asia & Pacific,EMDE,0.00076
Advanced,Adaptation,Sub-Saharan Africa,LDC,0.00258
Advanced,Adaptation,East Asia & Pacific,LDC,0.00905
Unknown,Adaptation,Middle East & North Africa,EMDE,0.00007
Unknown,Adaptation,East Asia & Pacific,EMDE,0
Advanced,Adaptation,Central Asia & Eastern Europe,EMDE,0.0437
Advanced,Adaptation,Latin America & Caribbean,EMDE,0.03428
EMDE,Mitigation,Latin America & Caribbean,EMDE,0.00004
Advanced,Mitigation,Sub-Saharan Africa,LDC,0.00003
Advanced,Dual benefit,Western Europe,Advanced,0.00133
Advanced,Dual benefit,Sub-Saharan Africa,LDC,0
Advanced,Mitigation,Other Oceania,Advanced,0.00088
Advanced,Dual benefit,Transregional,LDC,0.00163
Advanced,Mitigation,Transregional,LDC,0.01539
Advanced,Dual benefit,Transregional,Advanced,0.00001
Transregional,Mitigation,Transregional,EMDE,0.02049
Transregional,Mitigation,Transregional,Transregional,0
LDC,Mitigation,Transregional,Advanced,0
LDC,Mitigation,Transregional,EMDE,0
Advanced,Mitigation,Transregional,Advanced,0.00004
Advanced,Mitigation,Transregional,Advanced,0
Advanced,Adaptation,Transregional,Advanced,0.00183
Advanced,Mitigation,Sub-Saharan Africa,LDC,0
Advanced,Dual benefit,East Asia & Pacific,LDC,0.03325
Advanced,Mitigation,Latin America & Caribbean,Advanced,0
Advanced,Mitigation,Sub-Saharan Africa,Advanced,0.00003
EMDE,Mitigation,East Asia & Pacific,EMDE,0.03263
LDC,Mitigation,Middle East & North Africa,LDC,0
China,Mitigation,South Asia,LDC,0
Advanced,Dual benefit,Latin America & Caribbean,EMDE,0.06
EMDE,Mitigation,Central Asia & Eastern Europe,EMDE,0.00116
Advanced,Mitigation,Middle East & North Africa,EMDE,0.00208
EMDE,Mitigation,Central Asia & Eastern Europe,Advanced,0.02066
Advanced,Mitigation,Other Oceania,Advanced,0.15211
Advanced,Mitigation,Sub-Saharan Africa,LDC,0.0886
EMDE,Mitigation,Central Asia & Eastern Europe,EMDE,0.00257
Advanced,Mitigation,Western Europe,Advanced,0.00068
EMDE,Mitigation,East Asia & Pacific,EMDE,0.25484
Advanced,Mitigation,Other Oceania,Advanced,0.05663
EMDE,Mitigation,East Asia & Pacific,EMDE,2.94036
Advanced,Mitigation,Central Asia & Eastern Europe,Advanced,0.49882
EMDE,Mitigation,Western Europe,Advanced,0.00068
Advanced,Mitigation,US & Canada,Advanced,0.24776
EMDE,Mitigation,Latin America & Caribbean,EMDE,0.09311
China,Mitigation,Central Asia & Eastern Europe,EMDE,0.08658
EMDE,Mitigation,Sub-Saharan Africa,EMDE,0.00702
Advanced,Mitigation,Sub-Saharan Africa,LDC,0.00213
LDC,Dual benefit,South Asia,EMDE,0.01005
Advanced,Mitigation,Western Europe,Advanced,0.01486
Advanced,Mitigation,Western Europe,Advanced,0.22407
Advanced,Mitigation,Latin America & Caribbean,EMDE,0.19702
Advanced,Mitigation,Latin America & Caribbean,LDC,0
Advanced,Mitigation,Sub-Saharan Africa,EMDE,0
Advanced,Dual benefit,Central Asia & Eastern Europe,EMDE,0.0112
Advanced,Mitigation,Sub-Saharan Africa,LDC,0.00157
Advanced,Mitigation,Western Europe,Advanced,0.00209
EMDE,Dual benefit,East Asia & Pacific,EMDE,0.00137
LDC,Mitigation,East Asia & Pacific,EMDE,0.00003
Unknown,Mitigation,Middle East & North Africa,EMDE,0.00099
Advanced,Dual benefit,Latin America & Caribbean,EMDE,0.00183
EMDE,Adaptation,South Asia,EMDE,0.00097
Advanced,Adaptation,Latin America & Caribbean,EMDE,0.00121
Advanced,Adaptation,East Asia & Pacific,EMDE,0.00882
EMDE,Adaptation,Sub-Saharan Africa,EMDE,0.00168
China,Adaptation,South Asia,EMDE,0.00009
Advanced,Adaptation,East Asia & Pacific,LDC,0.00003
China,Adaptation,Sub-Saharan Africa,LDC,0
Advanced,Adaptation,Sub-Saharan Africa,LDC,0.10921
LDC,Adaptation,East Asia & Pacific,EMDE,0
Advanced,Adaptation,Latin America & Caribbean,EMDE,0.00621
LDC,Adaptation,South Asia,EMDE,0
Advanced,Adaptation,Sub-Saharan Africa,LDC,0.00002
Advanced,Adaptation,South Asia,LDC,0.0088
Advanced,Adaptation,East Asia & Pacific,LDC,0.00005
LDC,Adaptation,South Asia,EMDE,0
Advanced,Mitigation,Unknown,Unknown,0.00373
Advanced,Mitigation,Western Europe,Advanced,0.15585
Advanced,Adaptation,Sub-Saharan Africa,EMDE,0.00007
Transregional,Adaptation,Sub-Saharan Africa,EMDE,0
Advanced,Adaptation,Sub-Saharan Africa,Advanced,0
Advanced,Mitigation,Transregional,Unknown,0.00253
Advanced,Dual benefit,Transregional,EMDE,0.00151
Advanced,Mitigation,Transregional,Advanced,0
Advanced,Dual benefit,Transregional,EMDE,0.02459
Advanced,Mitigation,Transregional,LDC,0
LDC,Adaptation,Transregional,EMDE,0.00402
Advanced,Dual benefit,Sub-Saharan Africa,LDC,0.02403
China,Dual benefit,Latin America & Caribbean,EMDE,0
Transregional,Dual benefit,Central Asia & Eastern Europe,EMDE,0
China,Mitigation,Latin America & Caribbean,EMDE,0.00002
EMDE,Mitigation,Latin America & Caribbean,EMDE,0
LDC,Mitigation,South Asia,EMDE,0.00003
Advanced,Mitigation,Western Europe,Advanced,0.10935
China,Mitigation,East Asia & Pacific,Advanced,0.00091
Advanced,Mitigation,East Asia & Pacific,EMDE,0
Advanced,Mitigation,Central Asia & Eastern Europe,EMDE,0.00729
China,Mitigation,Central Asia & Eastern Europe,EMDE,0.00042
EMDE,Mitigation,South Asia,EMDE,0.25935
EMDE,Mitigation,Sub-Saharan Africa,LDC,0.02711
Advanced,Mitigation,Western Europe,Advanced,0.10886
Advanced,Mitigation,Latin America & Caribbean,EMDE,0
Advanced,Mitigation,Sub-Saharan Africa,LDC,0.00599
LDC,Mitigation,South Asia,EMDE,0.00321
Advanced,Dual benefit,Other Oceania,Advanced,0.03587
Advanced,Dual benefit,Sub-Saharan Africa,LDC,0.00024
Advanced,Mitigation,East Asia & Pacific,EMDE,0.00532
LDC,Mitigation,East Asia & Pacific,China,0.00229
Advanced,Mitigation,East Asia & Pacific,LDC,0.00001
Advanced,Mitigation,South Asia,LDC,0.00001
LDC,Mitigation,Sub-Saharan Africa,LDC,0.00005
EMDE,Mitigation,South Asia,LDC,0.00082
EMDE,Mitigation,East Asia & Pacific,EMDE,0.13457
Advanced,Dual benefit,Western Europe,Advanced,0.13443
Advanced,Adaptation,Other Oceania,Advanced,0.10886
EMDE,Adaptation,Latin America & Caribbean,LDC,0.00052
EMDE,Adaptation,Central Asia & Eastern Europe,EMDE,0.01449
China,Adaptation,Sub-Saharan Africa,EMDE,0.00017
EMDE,Adaptation,Sub-Saharan Africa,LDC,0.00001
LDC,Adaptation,Latin America & Caribbean,EMDE,0.00001
LDC,Adaptation,Latin America & Caribbean,EMDE,0.00092
Advanced,Adaptation,Sub-Saharan Africa,EMDE,0.47431
EMDE,Adaptation,East Asia & Pacific,EMDE,0.0005
Advanced,Adaptation,East Asia & Pacific,LDC,0
Advanced,Adaptation,East Asia & Pacific,LDC,0.0011
Advanced,Adaptation,Latin America & Caribbean,EMDE,0.00056
EMDE,Adaptation,Latin America & Caribbean,EMDE,0.00014
Advanced,Adaptation,Sub-Saharan Africa,EMDE,0
China,Adaptation,Sub-Saharan Africa,EMDE,0.00009
EMDE,Adaptation,East Asia & Pacific,EMDE,0.01491
Advanced,Adaptation,East Asia & Pacific,LDC,0.00752
Transregional,Adaptation,East Asia & Pacific,EMDE,0.00005
China,Mitigation,Sub-Saharan Africa,EMDE,0
Advanced,Adaptation,Other Oceania,Advanced,0.00023
Advanced,Mitigation,Transregional,LDC,0
Advanced,Mitigation,Transregional,LDC,0.00014
Advanced,Mitigation,Transregional,Advanced,0.00002
Transregional,Adaptation,Transregional,Transregional,0
Advanced,Mitigation,Transregional,Advanced,0
Advanced,Mitigation,Sub-Saharan Africa,EMDE,0.23374
China,Mitigation,Latin America & Caribbean,LDC,0
EMDE,Mitigation,South Asia,EMDE,0.00002
Advanced,Mitigation,Central Asia & Eastern Europe,Advanced,0.00002
Advanced,Mitigation,Central Asia & Eastern Europe,Advanced,0.00073
Advanced,Mitigation,Sub-Saharan Africa,LDC,0
China,Mitigation,Middle East & North Africa,EMDE,0
Advanced,Mitigation,Middle East & North Africa,Advanced,0.01035
LDC,Mitigation,South Asia,LDC,0.06107
Advanced,Mitigation,Central Asia & Eastern Europe,Advanced,0.00558
Advanced,Mitigation,US & Canada,Advanced,0.01963
Advanced,Mitigation,East Asia & Pacific,Advanced,0.00726
Advanced,Mitigation,South Asia,LDC,0.13618
EMDE,Dual benefit,Sub-Saharan Africa,EMDE,0.00011
Advanced,Dual benefit,East Asia & Pacific,EMDE,0.00975
Advanced,Dual benefit,Latin America & Caribbean,EMDE,1.47738
Advanced,Dual benefit,East Asia & Pacific,LDC,0.00014
Advanced,Dual benefit,Central Asia & Eastern Europe,EMDE,0.00828
LDC,Mitigation,Latin America & Caribbean,EMDE,0.0002
Advanced,Dual benefit,Latin America & Caribbean,EMDE,0.00063
Advanced,Mitigation,South Asia,LDC,0.00324
Advanced,Dual benefit,Latin America & Caribbean,EMDE,0.00008
Advanced,Mitigation,South Asia,EMDE,0.02676
EMDE,Mitigation,Central Asia & Eastern Europe,EMDE,0.01836
Advanced,Adaptation,Western Europe,Advanced,0.00042
Advanced,Adaptation,Latin America & Caribbean,Advanced,0.00001
LDC,Adaptation,South Asia,LDC,0.00005
EMDE,Adaptation,South Asia,LDC,0.00149
EMDE,Adaptation,South Asia,EMDE,0.00043
EMDE,Adaptation,South Asia,LDC,0.00032
Advanced,Adaptation,East Asia & Pacific,LDC,0.02785
EMDE,Adaptation,Sub-Saharan Africa,EMDE,0.00076
China,Adaptation,Middle East & North Africa,EMDE,0.00056
China,Adaptation,East Asia & Pacific,EMDE,0.001
China,Adaptation,Sub-Saharan Africa,EMDE,0
China,Adaptation,South Asia,LDC,0
EMDE,Adaptation,Sub-Saharan Africa,EMDE,0.00015
LDC,Adaptation,Central Asia & Eastern Europe,EMDE,0
Transregional,Adaptation,Sub-Saharan Africa,LDC,0
China,Adaptation,Middle East & North Africa,EMDE,0
Unknown,Adaptation,Central Asia & Eastern Europe,EMDE,0.00168
LDC,Adaptation,South Asia,EMDE,0.00055
EMDE,Adaptation,South Asia,EMDE,0.00104
Advanced,Adaptation,Central Asia & Eastern Europe,Advanced,0.00065
Advanced,Dual benefit,East Asia & Pacific,Advanced,0
Advanced,Mitigation,Sub-Saharan Africa,LDC,0.00882
Advanced,Dual benefit,Middle East & North Africa,EMDE,0.03891
Advanced,Dual benefit,Latin America & Caribbean,LDC,0.00122
Advanced,Dual benefit,Western Europe,Advanced,0.02121
Advanced,Dual benefit,South Asia,LDC,0.00504
EMDE,Mitigation,Transregional,EMDE,0.00001
LDC,Dual benefit,Transregional,LDC,0
China,Mitigation,Transregional,Advanced,0
Advanced,Dual benefit,Transregional,Advanced,0.00001
Advanced,Mitigation,Transregional,Advanced,0.00001
Advanced,Dual benefit,Transregional,LDC,0.01538
Advanced,Mitigation,Transregional,LDC,0
Advanced,Dual benefit,Transregional,EMDE,0.00351
Transregional,Dual benefit,Transregional,LDC,0.00005
Advanced,Adaptation,Transregional,LDC,0.00009
Advanced,Mitigation,East Asia & Pacific,China,0
LDC,Dual benefit,East Asia & Pacific,LDC,0
Advanced,Dual benefit,Sub-Saharan Africa,LDC,0.0001
LDC,Dual benefit,East Asia & Pacific,LDC,0
Advanced,Mitigation,Sub-Saharan Africa,EMDE,0.00021
Advanced,Mitigation,Central Asia & Eastern Europe,EMDE,0.00483
Advanced,Mitigation,Latin America & Caribbean,EMDE,0.00002
EMDE,Mitigation,Middle East & North Africa,LDC,0.00335
Advanced,Mitigation,Central Asia & Eastern Europe,EMDE,0.0004
Advanced,Dual benefit,East Asia & Pacific,EMDE,0
Advanced,Mitigation,Latin America & Caribbean,EMDE,0.0309
China,Mitigation,East Asia & Pacific,China,0.94891
Transregional,Mitigation,US & Canada,Advanced,0.671
Advanced,Mitigation,US & Canada,Advanced,0.01598
Advanced,Mitigation,Western Europe,Advanced,0.00225
China,Mitigation,East Asia & Pacific,EMDE,0.003
EMDE,Dual benefit,East Asia & Pacific,EMDE,0.10292
EMDE,Dual benefit,East Asia & Pacific,LDC,0.00005
EMDE,Mitigation,East Asia & Pacific,China,0.04983
LDC,Mitigation,Central Asia & Eastern Europe,EMDE,0.00017
EMDE,Dual benefit,East Asia & Pacific,LDC,0.00053
Advanced,Mitigation,East Asia & Pacific,LDC,0
China,Mitigation,Latin America & Caribbean,EMDE,0.00285
EMDE,Dual benefit,East Asia & Pacific,EMDE,0.00015
Advanced,Mitigation,Sub-Saharan Africa,LDC,0.00078
Advanced,Mitigation,Sub-Saharan Africa,LDC,0.01215
Advanced,Mitigation,Sub-Saharan Africa,LDC,0.0002
EMDE,Adaptation,Latin America & Caribbean,EMDE,0.01191
Advanced,Adaptation,Latin America & Caribbean,EMDE,0.00059
EMDE,Adaptation,Latin America & Caribbean,EMDE,0.00046
Advanced,Adaptation,South Asia,EMDE,0.02823
Advanced,Adaptation,South Asia,LDC,0.00105
Advanced,Adaptation,Latin America & Caribbean,EMDE,0.00499
Advanced,Adaptation,Sub-Saharan Africa,LDC,0.00892
EMDE,Adaptation,East Asia & Pacific,LDC,0.00038
Advanced,Adaptation,Sub-Saharan Africa,EMDE,0
Advanced,Adaptation,Latin America & Caribbean,EMDE,0.00108
EMDE,Adaptation,South Asia,EMDE,0
EMDE,Adaptation,Middle East & North Africa,EMDE,0.00876
Advanced,Adaptation,Sub-Saharan Africa,LDC,0.00282
Advanced,Adaptation,Sub-Saharan Africa,EMDE,0.04377
Advanced,Adaptation,Middle East & North Africa,LDC,0.00126
Advanced,Adaptation,South Asia,EMDE,0.00014
EMDE,Adaptation,Central Asia & Eastern Europe,EMDE,0.00003
Advanced,Adaptation,South Asia,LDC,0.00001
Advanced,Adaptation,Central Asia & Eastern Europe,EMDE,0.002
Advanced,Adaptation,Central Asia & Eastern Europe,EMDE,0.01979
China,Adaptation,Central Asia & Eastern Europe,EMDE,0.00701
Advanced,Adaptation,Latin America & Caribbean,EMDE,0.00358
Advanced,Mitigation,Unknown,Unknown,0.07883
EMDE,Mitigation,Unknown,Transregional,0.01443
EMDE,Dual benefit,Latin America & Caribbean,EMDE,0.00003
Advanced,Dual benefit,East Asia & Pacific,EMDE,0.00001
Advanced,Mitigation,East Asia & Pacific,LDC,0.00002
Advanced,Dual benefit,Other Oceania,Advanced,0.00049
EMDE,Dual benefit,Latin America & Caribbean,EMDE,0.00069
Advanced,Mitigation,East Asia & Pacific,EMDE,0
Advanced,Dual benefit,Transregional,LDC,0.00006
China,Dual benefit,Transregional,EMDE,0.00306
China,Mitigation,Transregional,Advanced,0
Advanced,Dual benefit,Transregional,LDC,0.03079
EMDE,Mitigation,Transregional,LDC,0.00009
Advanced,Mitigation,East Asia & Pacific,EMDE,0.00002
Advanced,Mitigation,Sub-Saharan Africa,LDC,0.00048
EMDE,Mitigation,Central Asia & Eastern Europe,EMDE,0.01675
China,Mitigation,Latin America & Caribbean,EMDE,0
Advanced,Mitigation,Western Europe,Advanced,0.00005
LDC,Mitigation,Middle East & North Africa,EMDE,0.00124
LDC,Mitigation,Central Asia & Eastern Europe,EMDE,0
Unknown,Dual benefit,Middle East & North Africa,EMDE,0.00058
EMDE,Mitigation,Western Europe,Advanced,0.00033
Advanced,Mitigation,Middle East & North Africa,Advanced,0.0017
Advanced,Mitigation,Other Oceania,Advanced,0.00666
Advanced,Mitigation,East Asia & Pacific,LDC,0.00008
LDC,Mitigation,Sub-Saharan Africa,LDC,0.01117
Advanced,Mitigation,East Asia & Pacific,EMDE,0.00099
Advanced,Mitigation,Western Europe,Advanced,0
China,Mitigation,Latin America & Caribbean,EMDE,0.00021
Advanced,Dual benefit,East Asia & Pacific,EMDE,0.00049
LDC,Mitigation,Sub-Saharan Africa,EMDE,0.00001
China,Mitigation,Sub-Saharan Africa,EMDE,0.00011
EMDE,Dual benefit,Central Asia & Eastern Europe,EMDE,0.00055
EMDE,Mitigation,Central Asia & Eastern Europe,EMDE,0.03621
Advanced,Mitigation,East Asia & Pacific,LDC,0.00001
Advanced,Mitigation,Sub-Saharan Africa,LDC,0
Advanced,Mitigation,South Asia,EMDE,0.00001
Advanced,Dual benefit,Middle East & North Africa,EMDE,0.00269
LDC,Mitigation,Latin America & Caribbean,EMDE,0
EMDE,Dual benefit,Latin America & Caribbean,LDC,0.00021
EMDE,Adaptation,Middle East & North Africa,EMDE,0.01737
Advanced,Adaptation,South Asia,EMDE,0.00016
LDC,Adaptation,Sub-Saharan Africa,EMDE,0.0027
EMDE,Adaptation,Central Asia & Eastern Europe,EMDE,0.00057
China,Adaptation,East Asia & Pacific,EMDE,0.04958
Advanced,Adaptation,South Asia,EMDE,0.00018
China,Adaptation,Latin America & Caribbean,EMDE,0.00002
China,Adaptation,Middle East & North Africa,LDC,0.00007
Advanced,Adaptation,East Asia & Pacific,LDC,0.00442
LDC,Adaptation,Central Asia & Eastern Europe,EMDE,0.00297
Transregional,Adaptation,Middle East & North Africa,EMDE,0.00002
Advanced,Mitigation,Transregional,Advanced,0.00007
Advanced,Mitigation,Transregional,LDC,0.00848
Advanced,Dual benefit,Transregional,LDC,0.00041
China,Mitigation,Transregional,EMDE,0.00002
Advanced,Adaptation,Transregional,EMDE,0.00027
Advanced,Adaptation,Transregional,Advanced,0.00987
Advanced,Mitigation,East Asia & Pacific,LDC,0
Advanced,Dual benefit,Middle East & North Africa,EMDE,0.02682
Advanced,Dual benefit,Latin America & Caribbean,Advanced,0.00056
Advanced,Mitigation,Latin America & Caribbean,EMDE,0.00001
Advanced,Dual benefit,South Asia,LDC,0.00004
EMDE,Dual benefit,Sub-Saharan Africa,LDC,0.00001
Advanced,Dual benefit,Latin America & Caribbean,Advanced,0
Advanced,Mitigation,East Asia & Pacific,EMDE,0.02837
Advanced,Dual benefit,Middle East & North Africa,EMDE,0.00191
EMDE,Mitigation,Central Asia & Eastern Europe,EMDE,0.00415
Advanced,Mitigation,Middle East & North Africa,Advanced,0.00398
Advanced,Mitigation,US & Canada,Advanced,0.00038
EMDE,Mitigation,South Asia,EMDE,0.008
Advanced,Mitigation,South Asia,EMDE,0.00003
EMDE,Mitigation,Central Asia & Eastern Europe,EMDE,0.40423
China,Mitigation,East Asia & Pacific,LDC,0.00418
China,Dual benefit,East Asia & Pacific,China,0.00003
Advanced,Mitigation,Latin America & Caribbean,Advanced,0
EMDE,Mitigation,Middle East & North Africa,EMDE,0.0124
LDC,Mitigation,South Asia,LDC,0.00007
China,Mitigation,East Asia & Pacific,LDC,0
Advanced,Mitigation,East Asia & Pacific,China,0.00003
Advanced,Mitigation,Latin America & Caribbean,Advanced,0
Advanced,Mitigation,Latin America & Caribbean,LDC,0
Advanced,Dual benefit,Middle East & North Africa,EMDE,0.00497
China,Dual benefit,Latin America & Caribbean,EMDE,0
LDC,Mitigation,Sub-Saharan Africa,LDC,0
Advanced,Dual benefit,East Asia & Pacific,EMDE,0.00051
Advanced,Mitigation,South Asia,EMDE,0.00003
Advanced,Mitigation,Sub-Saharan Africa,Advanced,0.00001
EMDE,Mitigation,South Asia,EMDE,0.00006
Advanced,Mitigation,Western Europe,Advanced,0.49115
EMDE,Mitigation,Latin America & Caribbean,EMDE,0
China,Dual benefit,South Asia,EMDE,0
EMDE,Mitigation,Sub-Saharan Africa,LDC,0
Advanced,Adaptation,Latin America & Caribbean,LDC,0.00001
LDC,Adaptation,Central Asia & Eastern Europe,EMDE,0.00004
EMDE,Adaptation,East Asia & Pacific,EMDE,0.00001
Advanced,Adaptation,Central Asia & Eastern Europe,EMDE,0.00036
Advanced,Adaptation,Latin America & Caribbean,EMDE,0.0003
Advanced,Adaptation,Sub-Saharan Africa,Advanced,0.00004
EMDE,Adaptation,East Asia & Pacific,EMDE,0.00004
LDC,Adaptation,Sub-Saharan Africa,LDC,0.02026
China,Adaptation,South Asia,LDC,0.00109
China,Adaptation,Central Asia & Eastern Europe,EMDE,0.00657
LDC,Adaptation,Central Asia & Eastern Europe,EMDE,0
China,Adaptation,South Asia,EMDE,0
Advanced,Adaptation,East Asia & Pacific,LDC,0.03248
Advanced,Adaptation,Sub-Saharan Africa,LDC,0.00193
China,Adaptation,Latin America & Caribbean,LDC,0
Advanced,Adaptation,Sub-Saharan Africa,EMDE,0.00019
Advanced,Adaptation,Middle East & North Africa,EMDE,0.0096
